session_id,customer_id,device_type,session_start,start_time,session_end,end_time,session_duration_sec,pages_visited,viewed_category,viewed_product
SES001461,CUST0004,Desktop,2023-11-12,8.57.00 PM,2023-11-12,9.04.04 PM,424,6,Sports,Cricket Bat
SES001462,CUST0429,Tablet,2023-09-19,3.02.00 PM,2023-09-19,3.08.23 PM,383,8,Electronics,Keyboard
SES001463,CUST0317,Tablet,2023-08-25,4.42.00 AM,2023-08-25,4.49.17 AM,437,6,Groceries,Juice
SES001464,CUST0259,Mobile,2023-01-14,9.42.00 AM,2023-01-14,9.48.16 AM,376,10,Fashion,Jeans
SES001465,CUST0242,Mobile,2023-03-31,11.53.00 PM,2023-03-31,11.54.32 PM,92,12,Fashion,Jeans
SES001466,CUST0121,Tablet,2023-01-16,11.24.00 PM,2023-01-16,11.26.29 PM,149,11,Beauty,Perfume
SES001467,CUST0486,Tablet,2023-04-23,11.28.00 AM,2023-04-23,11.30.31 AM,151,1,Fashion,Jacket
SES001468,CUST0345,Tablet,2023-12-16,9.30.00 PM,2023-12-16,9.37.08 PM,428,4,Beauty,Face Wash
SES001469,CUST0014,Desktop,2023-05-27,5.51.00 PM,2023-05-27,5.53.54 PM,174,2,Groceries,Snacks
SES001470,CUST0189,Desktop,2023-10-16,12.20.00 AM,2023-10-16,12.34.11 AM,851,12,Groceries,Snacks
SES001471,CUST0236,Tablet,2023-07-19,8.32.00 PM,2023-07-19,8.41.52 PM,592,12,Fashion,T-shirt
SES001472,CUST0005,Mobile,2023-01-19,8.30.00 PM,2023-01-19,8.32.05 PM,125,14,Fashion,T-shirt
SES001473,CUST0414,Tablet,2023-04-23,5.54.00 AM,2023-04-23,6.06.55 AM,775,3,Sports,Football
SES001474,CUST0433,Desktop,2023-05-29,3.28.00 AM,2023-05-29,3.31.24 AM,204,14,Sports,Tennis Racket
SES001475,CUST0492,Desktop,2023-06-16,1.23.00 AM,2023-06-16,1.35.13 AM,733,1,Beauty,Shampoo
SES001476,CUST0035,Tablet,2023-07-11,7.01.00 PM,2023-07-11,7.02.16 PM,76,4,Beauty,Face Wash
SES001477,CUST0258,Mobile,2023-11-15,10.55.00 AM,2023-11-15,11.08.20 AM,800,14,Fashion,Jacket
SES001478,CUST0478,Tablet,2023-05-05,7.49.00 PM,2023-05-05,7.58.03 PM,543,5,Groceries,Oil
SES001479,CUST0257,Desktop,2023-01-26,7.16.00 AM,2023-01-26,7.17.36 AM,96,5,Beauty,Perfume
SES001480,CUST0389,Mobile,2023-05-30,6.33.00 AM,2023-05-30,6.34.58 AM,118,13,Electronics,Mouse
SES001481,CUST0310,Tablet,2023-12-05,1.07.00 PM,2023-12-05,1.21.21 PM,861,10,Electronics,Headphones
SES001482,CUST0100,Tablet,2023-01-25,4.06.00 PM,2023-01-25,4.10.14 PM,254,2,Sports,Tennis Racket
SES001483,CUST0065,Desktop,2023-09-14,2.34.00 AM,2023-09-14,2.41.29 AM,449,3,Fashion,Jacket
SES001484,CUST0436,Mobile,2023-10-24,4.16.00 AM,2023-10-24,4.24.47 AM,527,14,Groceries,Oil
SES001485,CUST0388,Desktop,2023-03-14,9.48.00 PM,2023-03-14,9.55.34 PM,454,8,Groceries,Oil
SES001486,CUST0356,Tablet,2023-10-11,8.19.00 AM,2023-10-11,8.28.32 AM,572,6,Electronics,Smartphone
SES001487,CUST0399,Desktop,2023-12-19,8.21.00 PM,2023-12-19,8.26.04 PM,304,2,Electronics,Keyboard
SES001488,CUST0357,Mobile,2023-03-28,7.47.00 AM,2023-03-28,8.01.29 AM,869,7,Sports,Football
SES001489,CUST0188,Tablet,2023-12-19,8.38.00 PM,2023-12-19,8.42.09 PM,249,5,Fashion,T-shirt
SES001490,CUST0358,Mobile,2023-02-11,5.23.00 PM,2023-02-11,5.35.40 PM,760,8,Sports,Football
SES001491,CUST0398,Mobile,2023-05-26,8.10.00 PM,2023-05-26,8.11.49 PM,109,11,Electronics,Laptop
SES001492,CUST0103,Desktop,2023-06-30,3.49.00 AM,2023-06-30,3.57.53 AM,533,1,Fashion,Shoes
SES001493,CUST0251,Desktop,2023-12-04,6.57.00 AM,2023-12-04,7.07.54 AM,654,3,Electronics,Smartphone
SES001494,CUST0062,Tablet,2023-10-22,12.02.00 PM,2023-10-22,12.04.47 PM,167,2,Electronics,Headphones
SES001495,CUST0062,Mobile,2023-12-07,9.51.00 PM,2023-12-07,9.54.22 PM,202,15,Sports,Cricket Bat
SES001496,CUST0242,Desktop,2023-11-15,9.02.00 AM,2023-11-15,9.02.42 AM,42,9,Electronics,Smartphone
SES001497,CUST0154,Desktop,2023-04-03,7.40.00 AM,2023-04-03,7.41.50 AM,110,9,Electronics,Laptop
SES001498,CUST0247,Tablet,2023-03-01,12.48.00 AM,2023-03-01,12.57.45 AM,585,7,Electronics,Mouse
SES001499,CUST0115,Mobile,2023-01-02,10.24.00 AM,2023-01-02,10.33.55 AM,595,1,Sports,Tennis Racket
SES001500,CUST0485,Tablet,2023-12-31,6.10.00 PM,2023-12-31,6.11.38 PM,98,7,Fashion,Jacket
SES001501,CUST0411,Mobile,2023-02-06,2.02.00 PM,2023-02-06,2.06.26 PM,266,8,Electronics,Smartphone
SES001502,CUST0391,Mobile,2023-03-26,4.31.00 PM,2023-03-26,4.45.15 PM,855,13,Electronics,Laptop
SES001503,CUST0219,Desktop,2023-09-04,10.02.00 PM,2023-09-04,10.13.22 PM,682,9,Fashion,Jacket
SES001504,CUST0303,Mobile,2023-09-15,4.15.00 PM,2023-09-15,4.25.04 PM,604,11,Electronics,Headphones
SES001505,CUST0057,Desktop,2023-02-17,3.24.00 AM,2023-02-17,3.29.15 AM,315,15,Sports,Cricket Bat
SES001506,CUST0260,Mobile,2023-05-04,7.35.00 PM,2023-05-04,7.46.51 PM,711,13,Fashion,T-shirt
SES001507,CUST0117,Desktop,2023-12-28,2.20.00 PM,2023-12-28,2.34.59 PM,899,8,Electronics,Smartphone
SES001508,CUST0040,Desktop,2023-10-13,5.36.00 AM,2023-10-13,5.44.47 AM,527,1,Electronics,Mouse
SES001509,CUST0033,Desktop,2023-11-08,7.34.00 PM,2023-11-08,7.42.50 PM,530,2,Groceries,Rice
SES001510,CUST0359,Mobile,2023-07-09,5.42.00 AM,2023-07-09,5.48.26 AM,386,14,Fashion,Jacket
SES001511,CUST0351,Mobile,2023-02-26,10.30.00 AM,2023-02-26,10.40.24 AM,624,15,Groceries,Rice
SES001512,CUST0191,Desktop,2023-03-17,1.03.00 AM,2023-03-17,1.13.59 AM,659,4,Electronics,Keyboard
SES001513,CUST0019,Desktop,2023-11-18,3.39.00 AM,2023-11-18,3.44.29 AM,329,15,Fashion,T-shirt
SES001514,CUST0132,Desktop,2023-10-01,6.15.00 PM,2023-10-01,6.29.48 PM,888,1,Fashion,Jeans
SES001515,CUST0208,Desktop,2023-03-09,1.19.00 AM,2023-03-09,1.27.01 AM,481,3,Fashion,Jeans
SES001516,CUST0043,Tablet,2023-12-25,6.18.00 AM,2023-12-25,6.23.49 AM,349,9,Groceries,Snacks
SES001517,CUST0238,Desktop,2023-04-25,3.13.00 PM,2023-04-25,3.22.50 PM,590,11,Electronics,Headphones
SES001518,CUST0349,Desktop,2023-02-23,1.05.00 AM,2023-02-23,1.11.22 AM,382,13,Fashion,Jeans
SES001519,CUST0290,Mobile,2023-02-19,1.27.00 AM,2023-02-19,1.34.48 AM,468,11,Sports,Football
SES001520,CUST0079,Mobile,2023-12-13,5.06.00 PM,2023-12-13,5.06.25 PM,25,11,Groceries,Juice
SES001521,CUST0154,Desktop,2023-01-25,9.13.00 PM,2023-01-25,9.22.13 PM,553,7,Groceries,Rice
SES001522,CUST0390,Tablet,2023-04-27,9.17.00 AM,2023-04-27,9.31.15 AM,855,13,Beauty,Face Wash
SES001523,CUST0447,Tablet,2023-11-02,4.51.00 AM,2023-11-02,5.05.12 AM,852,4,Fashion,Shoes
SES001524,CUST0062,Tablet,2023-04-03,2.41.00 PM,2023-04-03,2.51.28 PM,628,12,Groceries,Rice
SES001525,CUST0374,Mobile,2023-10-30,7.10.00 PM,2023-10-30,7.13.50 PM,230,4,Beauty,Shampoo
SES001526,CUST0351,Tablet,2023-01-28,8.03.00 PM,2023-01-28,8.09.46 PM,406,12,Electronics,Laptop
SES001527,CUST0046,Mobile,2023-02-18,1.19.00 AM,2023-02-18,1.21.38 AM,158,5,Electronics,Laptop
SES001528,CUST0388,Mobile,2023-05-05,9.18.00 AM,2023-05-05,9.19.26 AM,86,8,Groceries,Juice
SES001529,CUST0302,Desktop,2023-12-23,4.53.00 PM,2023-12-23,4.54.09 PM,69,11,Sports,Tennis Racket
SES001530,CUST0289,Desktop,2023-02-02,3.22.00 PM,2023-02-02,3.22.47 PM,47,5,Groceries,Rice
SES001531,CUST0483,Desktop,2023-07-21,1.18.00 PM,2023-07-21,1.20.07 PM,127,15,Beauty,Perfume
SES001532,CUST0212,Tablet,2023-12-30,11.56.00 PM,2023-12-30,11.58.21 PM,141,5,Fashion,Shoes
SES001533,CUST0177,Mobile,2023-11-04,1.54.00 AM,2023-11-04,2.03.34 AM,574,13,Beauty,Perfume
SES001534,CUST0238,Mobile,2023-04-28,1.43.00 PM,2023-04-28,1.52.52 PM,592,2,Sports,Football
SES001535,CUST0294,Mobile,2023-03-12,3.52.00 PM,2023-03-12,3.57.20 PM,320,4,Fashion,T-shirt
SES001536,CUST0402,Mobile,2023-10-14,12.58.00 PM,2023-10-14,12.59.43 PM,103,12,Electronics,Mouse
SES001537,CUST0034,Desktop,2023-01-02,11.47.00 PM,2023-01-03,12.01.49 AM,889,3,Beauty,Shampoo
SES001538,CUST0249,Mobile,2023-02-19,5.44.00 PM,2023-02-19,5.48.25 PM,265,1,Groceries,Oil
SES001539,CUST0114,Mobile,2023-11-12,8.35.00 AM,2023-11-12,8.36.23 AM,83,6,Electronics,Smartphone
SES001540,CUST0332,Desktop,2023-09-19,11.23.00 AM,2023-09-19,11.32.41 AM,581,14,Beauty,Shampoo
SES001541,CUST0335,Tablet,2023-09-08,12.59.00 AM,2023-09-08,1.13.42 AM,882,1,Fashion,Shoes
SES001542,CUST0043,Desktop,2023-04-04,2.17.00 PM,2023-04-04,2.28.29 PM,689,3,Beauty,Shampoo
SES001543,CUST0353,Desktop,2023-10-22,4.15.00 PM,2023-10-22,4.20.39 PM,339,13,Fashion,T-shirt
SES001544,CUST0355,Desktop,2023-12-12,12.16.00 AM,2023-12-12,12.18.36 AM,156,4,Sports,Tennis Racket
SES001545,CUST0372,Mobile,2023-11-05,2.40.00 AM,2023-11-05,2.48.17 AM,497,15,Electronics,Headphones
SES001546,CUST0128,Mobile,2023-10-20,9.04.00 PM,2023-10-20,9.14.46 PM,646,11,Sports,Cricket Bat
SES001547,CUST0372,Mobile,2023-03-28,9.20.00 AM,2023-03-28,9.31.46 AM,706,6,Beauty,Perfume
SES001548,CUST0013,Tablet,2023-11-12,8.46.00 AM,2023-11-12,8.53.05 AM,425,8,Groceries,Oil
SES001549,CUST0248,Tablet,2023-12-13,8.59.00 PM,2023-12-13,9.06.38 PM,458,7,Groceries,Oil
SES001550,CUST0213,Mobile,2023-12-03,9.24.00 PM,2023-12-03,9.36.35 PM,755,4,Beauty,Face Wash
SES001551,CUST0336,Desktop,2023-11-01,8.15.00 PM,2023-11-01,8.17.14 PM,134,4,Groceries,Oil
SES001552,CUST0393,Desktop,2023-06-21,2.30.00 PM,2023-06-21,2.40.07 PM,607,6,Electronics,Headphones
SES001553,CUST0454,Mobile,2023-01-30,8.40.00 PM,2023-01-30,8.43.34 PM,214,8,Beauty,Perfume
SES001554,CUST0396,Desktop,2023-02-20,3.45.00 AM,2023-02-20,3.54.10 AM,550,1,Fashion,Shoes
SES001555,CUST0365,Mobile,2023-08-29,9.02.00 AM,2023-08-29,9.06.05 AM,245,9,Fashion,T-shirt
SES001556,CUST0237,Mobile,2023-05-07,8.25.00 AM,2023-05-07,8.37.02 AM,722,7,Fashion,Jacket
SES001557,CUST0019,Tablet,2023-07-05,10.07.00 AM,2023-07-05,10.09.47 AM,167,8,Groceries,Oil
SES001558,CUST0337,Mobile,2023-02-15,4.50.00 AM,2023-02-15,5.04.17 AM,857,12,Electronics,Laptop
SES001559,CUST0139,Mobile,2023-09-26,12.11.00 AM,2023-09-26,12.23.53 AM,773,12,Electronics,Smartphone
SES001560,CUST0139,Tablet,2023-05-29,7.39.00 PM,2023-05-29,7.52.30 PM,810,8,Electronics,Smartphone
SES001561,CUST0259,Desktop,2023-11-23,9.43.00 AM,2023-11-23,9.44.36 AM,96,3,Sports,Tennis Racket
SES001562,CUST0060,Mobile,2023-11-02,1.01.00 PM,2023-11-02,1.04.41 PM,221,7,Groceries,Oil
SES001563,CUST0270,Tablet,2023-10-07,2.48.00 PM,2023-10-07,2.59.49 PM,709,10,Groceries,Juice
SES001564,CUST0301,Mobile,2023-10-13,8.53.00 PM,2023-10-13,9.02.09 PM,549,5,Electronics,Keyboard
SES001565,CUST0143,Mobile,2023-05-01,6.52.00 AM,2023-05-01,6.55.57 AM,237,9,Beauty,Shampoo
SES001566,CUST0250,Tablet,2023-01-27,1.28.00 PM,2023-01-27,1.32.15 PM,255,11,Sports,Tennis Racket
SES001567,CUST0490,Mobile,2023-09-29,4.49.00 PM,2023-09-29,4.58.16 PM,556,6,Groceries,Snacks
SES001568,CUST0132,Tablet,2023-12-05,9.16.00 PM,2023-12-05,9.26.48 PM,648,8,Electronics,Headphones
SES001569,CUST0352,Mobile,2023-08-20,7.00.00 PM,2023-08-20,7.03.08 PM,188,11,Sports,Tennis Racket
SES001570,CUST0310,Desktop,2023-07-29,2.22.00 PM,2023-07-29,2.32.54 PM,654,6,Electronics,Mouse
SES001571,CUST0497,Tablet,2023-11-29,7.08.00 AM,2023-11-29,7.18.12 AM,612,14,Sports,Tennis Racket
SES001572,CUST0493,Mobile,2023-08-25,2.03.00 PM,2023-08-25,2.10.18 PM,438,15,Electronics,Headphones
SES001573,CUST0214,Tablet,2023-02-25,12.01.00 PM,2023-02-25,12.03.16 PM,136,4,Electronics,Keyboard
SES001574,CUST0327,Desktop,2023-07-10,1.12.00 AM,2023-07-10,1.13.49 AM,109,14,Fashion,Jeans
SES001575,CUST0179,Desktop,2023-09-20,7.59.00 PM,2023-09-20,8.09.09 PM,609,3,Groceries,Rice
SES001576,CUST0292,Mobile,2023-12-31,11.30.00 AM,2023-12-31,11.30.41 AM,41,7,Groceries,Rice
SES001577,CUST0104,Mobile,2023-02-16,12.22.00 AM,2023-02-16,12.28.08 AM,368,14,Fashion,Jacket
SES001578,CUST0222,Tablet,2023-02-15,6.30.00 PM,2023-02-15,6.43.07 PM,787,11,Groceries,Juice
SES001579,CUST0381,Mobile,2023-10-10,10.37.00 AM,2023-10-10,10.46.12 AM,552,6,Beauty,Shampoo
SES001580,CUST0203,Mobile,2023-10-30,12.58.00 PM,2023-10-30,12.59.26 PM,86,11,Sports,Tennis Racket
SES001581,CUST0084,Tablet,2023-05-03,12.22.00 PM,2023-05-03,12.25.02 PM,182,13,Sports,Cricket Bat
SES001582,CUST0352,Mobile,2023-01-08,3.08.00 AM,2023-01-08,3.11.13 AM,193,10,Beauty,Shampoo
SES001583,CUST0331,Mobile,2023-10-15,5.31.00 PM,2023-10-15,5.45.29 PM,869,3,Fashion,T-shirt
SES001584,CUST0062,Tablet,2023-04-01,3.58.00 PM,2023-04-01,4.05.45 PM,465,10,Fashion,T-shirt
SES001585,CUST0178,Desktop,2023-10-26,1.53.00 PM,2023-10-26,2.06.18 PM,798,15,Groceries,Juice
SES001586,CUST0353,Mobile,2023-10-03,7.06.00 AM,2023-10-03,7.11.35 AM,335,14,Sports,Football
SES001587,CUST0050,Desktop,2023-08-11,4.11.00 PM,2023-08-11,4.12.03 PM,63,5,Sports,Football
SES001588,CUST0032,Mobile,2023-05-19,5.41.00 AM,2023-05-19,5.44.17 AM,197,11,Electronics,Mouse
SES001589,CUST0077,Desktop,2023-11-29,8.32.00 AM,2023-11-29,8.38.22 AM,382,2,Groceries,Rice
SES001590,CUST0206,Desktop,2023-12-17,7.47.00 PM,2023-12-17,7.51.12 PM,252,13,Beauty,Shampoo
SES001591,CUST0489,Desktop,2023-07-09,9.43.00 AM,2023-07-09,9.46.54 AM,234,9,Electronics,Headphones
SES001592,CUST0363,Desktop,2023-10-31,10.53.00 AM,2023-10-31,10.55.20 AM,140,14,Groceries,Rice
SES001593,CUST0404,Desktop,2023-02-27,4.10.00 AM,2023-02-27,4.17.43 AM,463,15,Fashion,T-shirt
SES001594,CUST0005,Mobile,2023-10-07,7.13.00 AM,2023-10-07,7.22.12 AM,552,6,Groceries,Snacks
SES001595,CUST0420,Tablet,2023-08-12,2.16.00 AM,2023-08-12,2.22.24 AM,384,4,Beauty,Face Wash
SES001596,CUST0496,Mobile,2023-11-07,5.53.00 PM,2023-11-07,5.58.33 PM,333,5,Groceries,Snacks
SES001597,CUST0088,Mobile,2023-11-03,10.24.00 PM,2023-11-03,10.33.00 PM,540,7,Groceries,Snacks
SES001598,CUST0284,Desktop,2023-02-23,11.37.00 AM,2023-02-23,11.43.59 AM,419,10,Electronics,Headphones
SES001599,CUST0093,Desktop,2023-07-09,4.55.00 PM,2023-07-09,5.05.41 PM,641,15,Electronics,Headphones
SES001600,CUST0098,Tablet,2023-10-09,7.46.00 PM,2023-10-09,7.52.11 PM,371,9,Fashion,Jacket
SES001601,CUST0479,Desktop,2023-04-05,3.55.00 AM,2023-04-05,4.02.55 AM,475,15,Fashion,T-shirt
SES001602,CUST0360,Tablet,2023-10-14,6.02.00 AM,2023-10-14,6.09.34 AM,454,9,Sports,Football
SES001603,CUST0040,Mobile,2023-10-16,11.16.00 PM,2023-10-16,11.28.08 PM,728,1,Electronics,Headphones
SES001604,CUST0089,Mobile,2023-12-06,10.52.00 PM,2023-12-06,11.05.50 PM,830,1,Groceries,Snacks
SES001605,CUST0021,Desktop,2023-10-17,3.44.00 PM,2023-10-17,3.58.09 PM,849,8,Groceries,Snacks
SES001606,CUST0454,Mobile,2023-04-19,6.16.00 AM,2023-04-19,6.30.54 AM,894,5,Groceries,Snacks
SES001607,CUST0424,Tablet,2023-03-31,1.04.00 AM,2023-03-31,1.05.29 AM,89,4,Groceries,Snacks
SES001608,CUST0242,Desktop,2023-12-19,12.16.00 PM,2023-12-19,12.17.12 PM,72,5,Fashion,T-shirt
SES001609,CUST0206,Tablet,2023-04-23,9.42.00 AM,2023-04-23,9.49.02 AM,422,1,Fashion,Jeans
SES001610,CUST0284,Desktop,2023-01-13,3.33.00 PM,2023-01-13,3.34.07 PM,67,7,Sports,Football
SES001611,CUST0082,Mobile,2023-05-01,10.32.00 PM,2023-05-01,10.40.37 PM,517,12,Electronics,Headphones
SES001612,CUST0482,Tablet,2023-07-17,4.08.00 AM,2023-07-17,4.20.50 AM,770,15,Groceries,Rice
SES001613,CUST0419,Tablet,2023-09-14,9.31.00 PM,2023-09-14,9.33.55 PM,175,7,Beauty,Face Wash
SES001614,CUST0132,Tablet,2023-01-24,6.04.00 AM,2023-01-24,6.10.49 AM,409,12,Sports,Football
SES001615,CUST0138,Tablet,2023-05-31,9.56.00 PM,2023-05-31,10.00.15 PM,255,6,Groceries,Oil
SES001616,CUST0443,Tablet,2023-03-08,10.03.00 PM,2023-03-08,10.04.42 PM,102,4,Fashion,T-shirt
SES001617,CUST0136,Mobile,2023-05-30,12.19.00 PM,2023-05-30,12.26.00 PM,420,4,Sports,Tennis Racket
SES001618,CUST0035,Tablet,2023-05-24,3.09.00 PM,2023-05-24,3.17.28 PM,508,12,Electronics,Laptop
SES001619,CUST0265,Mobile,2023-12-19,6.58.00 AM,2023-12-19,7.01.40 AM,220,5,Fashion,Shoes
SES001620,CUST0170,Tablet,2023-10-11,7.57.00 AM,2023-10-11,8.06.09 AM,549,13,Electronics,Laptop
SES001621,CUST0025,Mobile,2023-04-17,5.36.00 AM,2023-04-17,5.42.57 AM,417,11,Groceries,Juice
SES001622,CUST0125,Tablet,2023-02-26,12.27.00 PM,2023-02-26,12.31.31 PM,271,15,Electronics,Laptop
SES001623,CUST0079,Desktop,2023-05-03,6.33.00 PM,2023-05-03,6.38.08 PM,308,11,Fashion,T-shirt
SES001624,CUST0404,Desktop,2023-09-28,7.49.00 PM,2023-09-28,7.55.56 PM,416,13,Groceries,Rice
SES001625,CUST0035,Mobile,2023-01-01,7.05.00 AM,2023-01-01,7.15.30 AM,630,7,Electronics,Headphones
SES001626,CUST0038,Mobile,2023-03-18,2.26.00 AM,2023-03-18,2.32.09 AM,369,2,Beauty,Perfume
SES001627,CUST0199,Desktop,2023-10-19,4.57.00 PM,2023-10-19,5.02.08 PM,308,8,Electronics,Laptop
SES001628,CUST0238,Tablet,2023-04-09,3.55.00 AM,2023-04-09,3.58.53 AM,233,5,Electronics,Keyboard
SES001629,CUST0338,Desktop,2023-01-03,9.10.00 PM,2023-01-03,9.14.23 PM,263,5,Groceries,Snacks
SES001630,CUST0270,Desktop,2023-03-09,11.39.00 PM,2023-03-09,11.46.00 PM,420,15,Sports,Football
SES001631,CUST0493,Desktop,2023-09-11,1.07.00 PM,2023-09-11,1.21.48 PM,888,11,Beauty,Shampoo
SES001632,CUST0280,Desktop,2023-11-09,1.44.00 AM,2023-11-09,1.56.07 AM,727,14,Groceries,Juice
SES001633,CUST0038,Mobile,2023-10-14,2.34.00 PM,2023-10-14,2.44.18 PM,618,1,Sports,Cricket Bat
SES001634,CUST0177,Mobile,2023-05-29,5.59.00 PM,2023-05-29,6.03.02 PM,242,13,Electronics,Keyboard
SES001635,CUST0369,Tablet,2023-08-16,4.29.00 PM,2023-08-16,4.34.42 PM,342,8,Beauty,Perfume
SES001636,CUST0037,Mobile,2023-07-29,6.48.00 PM,2023-07-29,6.50.08 PM,128,12,Sports,Cricket Bat
SES001637,CUST0491,Desktop,2023-03-27,5.44.00 AM,2023-03-27,5.44.28 AM,28,1,Fashion,Shoes
SES001638,CUST0378,Tablet,2023-04-16,10.31.00 AM,2023-04-16,10.45.01 AM,841,12,Groceries,Rice
SES001639,CUST0347,Tablet,2023-01-09,8.10.00 AM,2023-01-09,8.20.40 AM,640,3,Sports,Cricket Bat
SES001640,CUST0094,Tablet,2023-09-18,4.19.00 PM,2023-09-18,4.33.51 PM,891,7,Electronics,Headphones
SES001641,CUST0286,Desktop,2023-07-05,4.20.00 PM,2023-07-05,4.33.29 PM,809,6,Groceries,Snacks
SES001642,CUST0262,Mobile,2023-09-13,8.55.00 AM,2023-09-13,8.57.02 AM,122,12,Beauty,Perfume
SES001643,CUST0342,Mobile,2023-06-30,5.15.00 AM,2023-06-30,5.27.25 AM,745,8,Beauty,Perfume
SES001644,CUST0371,Desktop,2023-09-03,2.55.00 PM,2023-09-03,2.58.12 PM,192,4,Fashion,Shoes
SES001645,CUST0397,Tablet,2023-07-22,12.45.00 PM,2023-07-22,12.48.13 PM,193,10,Electronics,Headphones
SES001646,CUST0385,Desktop,2023-03-12,10.23.00 AM,2023-03-12,10.35.43 AM,763,9,Fashion,Shoes
SES001647,CUST0014,Mobile,2023-03-08,6.37.00 PM,2023-03-08,6.43.23 PM,383,7,Beauty,Face Wash
SES001648,CUST0155,Desktop,2023-03-08,4.37.00 AM,2023-03-08,4.46.38 AM,578,9,Electronics,Headphones
SES001649,CUST0175,Tablet,2023-07-29,10.57.00 PM,2023-07-29,11.06.59 PM,599,8,Groceries,Rice
SES001650,CUST0414,Mobile,2023-12-29,11.15.00 PM,2023-12-29,11.22.26 PM,446,15,Fashion,T-shirt
SES001651,CUST0418,Mobile,2023-07-14,6.06.00 AM,2023-07-14,6.09.55 AM,235,11,Groceries,Snacks
SES001652,CUST0188,Mobile,2023-11-09,6.27.00 PM,2023-11-09,6.33.51 PM,411,15,Electronics,Headphones
SES001653,CUST0271,Mobile,2023-10-27,9.29.00 PM,2023-10-27,9.42.20 PM,800,4,Electronics,Headphones
SES001654,CUST0242,Tablet,2023-07-15,1.09.00 AM,2023-07-15,1.12.27 AM,207,3,Electronics,Keyboard
SES001655,CUST0353,Desktop,2023-12-29,8.13.00 AM,2023-12-29,8.17.56 AM,296,10,Fashion,T-shirt
SES001656,CUST0067,Tablet,2023-11-27,3.07.00 PM,2023-11-27,3.12.27 PM,327,15,Groceries,Juice
SES001657,CUST0048,Mobile,2023-11-06,8.20.00 AM,2023-11-06,8.33.33 AM,813,3,Electronics,Headphones
SES001658,CUST0217,Mobile,2023-10-17,2.49.00 AM,2023-10-17,3.00.04 AM,664,11,Electronics,Headphones
SES001659,CUST0345,Tablet,2023-03-04,2.20.00 AM,2023-03-04,2.22.48 AM,168,6,Electronics,Laptop
SES001660,CUST0326,Mobile,2023-04-01,9.04.00 PM,2023-04-01,9.13.33 PM,573,2,Groceries,Snacks
SES001661,CUST0295,Desktop,2023-12-14,3.24.00 PM,2023-12-14,3.32.25 PM,505,8,Fashion,Shoes
SES001662,CUST0189,Desktop,2023-05-30,11.01.00 PM,2023-05-30,11.15.53 PM,893,6,Sports,Tennis Racket
SES001663,CUST0043,Tablet,2023-02-27,3.08.00 AM,2023-02-27,3.13.06 AM,306,2,Fashion,T-shirt
SES001664,CUST0108,Tablet,2023-10-18,11.41.00 AM,2023-10-18,11.50.28 AM,568,11,Groceries,Snacks
SES001665,CUST0194,Desktop,2023-05-24,3.53.00 AM,2023-05-24,3.54.42 AM,102,7,Beauty,Shampoo
SES001666,CUST0119,Tablet,2023-01-28,10.41.00 AM,2023-01-28,10.49.30 AM,510,12,Sports,Cricket Bat
SES001667,CUST0133,Mobile,2023-10-19,1.17.00 PM,2023-10-19,1.27.56 PM,656,1,Sports,Football
SES001668,CUST0330,Desktop,2023-12-27,3.02.00 AM,2023-12-27,3.09.56 AM,476,2,Sports,Tennis Racket
SES001669,CUST0184,Tablet,2023-08-09,3.24.00 AM,2023-08-09,3.38.03 AM,843,9,Beauty,Shampoo
SES001670,CUST0449,Tablet,2023-12-18,2.36.00 AM,2023-12-18,2.37.16 AM,76,12,Sports,Football
SES001671,CUST0337,Tablet,2023-01-16,6.42.00 AM,2023-01-16,6.51.38 AM,578,8,Electronics,Headphones
SES001672,CUST0485,Desktop,2023-04-19,7.26.00 PM,2023-04-19,7.31.29 PM,329,15,Electronics,Headphones
SES001673,CUST0100,Desktop,2023-09-15,8.14.00 AM,2023-09-15,8.27.48 AM,828,8,Fashion,T-shirt
SES001674,CUST0369,Desktop,2023-06-04,5.19.00 PM,2023-06-04,5.31.48 PM,768,12,Sports,Football
SES001675,CUST0342,Mobile,2023-01-09,1.50.00 PM,2023-01-09,1.50.29 PM,29,15,Groceries,Snacks
SES001676,CUST0334,Tablet,2023-02-05,5.32.00 PM,2023-02-05,5.33.05 PM,65,14,Electronics,Mouse
SES001677,CUST0443,Tablet,2023-01-21,4.12.00 AM,2023-01-21,4.20.42 AM,522,11,Electronics,Headphones
SES001678,CUST0321,Desktop,2023-11-11,5.15.00 AM,2023-11-11,5.16.45 AM,105,7,Sports,Tennis Racket
SES001679,CUST0166,Tablet,2023-06-13,6.43.00 AM,2023-06-13,6.54.03 AM,663,2,Sports,Football
SES001680,CUST0183,Desktop,2023-08-25,1.51.00 PM,2023-08-25,2.04.31 PM,811,10,Groceries,Oil
SES001681,CUST0167,Mobile,2023-06-27,9.00.00 AM,2023-06-27,9.04.15 AM,255,9,Electronics,Laptop
SES001682,CUST0484,Desktop,2023-11-13,4.15.00 AM,2023-11-13,4.24.01 AM,541,5,Fashion,Jacket
SES001683,CUST0238,Desktop,2023-07-16,4.54.00 PM,2023-07-16,5.04.22 PM,622,2,Electronics,Headphones
SES001684,CUST0398,Tablet,2023-06-17,8.16.00 AM,2023-06-17,8.19.07 AM,187,5,Sports,Cricket Bat
